"","date","count","","","","","","","","","","","","","","","","","","","","","","","","","","max","","","","","","","","","","","","","","","","","","","","","","","","","","min","","","","","","","","","","","","","","","","","","","","","","","","","","mean","","","","","","","","","","","","","","","","","","","","","","","","","","std","","","","","","","","","","","","","","","","","","","","","","","","",""
"521","10/13/2016","0","0","0","0","0","28","0","2","0","0","0","0","0","2","0","0","1","0","0","0","0","0","0","0","0","0","","","","","","82530","","","","","","","","","","","","","","","","","","","","","","","","","","11692","","","","","","","","","","","","","","","","","","","","","","","","","","37217.892857143","","","","","","","","","","","","","","","","","","","","","","","","","","21249.677875274","","","","","","","","","","","","","","","","","","","",""
"522","10/14/2016","0","0","0","0","0","29","0","3","0","0","0","0","1","4","0","0","2","0","0","0","0","0","0","0","0","0","","","","","","86178","","","","","","","","","","","","","","","","","","","","","","","","","","978","","","","","","","","","","","","","","","","","","","","","","","","","","38390.517241379","","","","","","","","","","","","","","","","","","","","","","","","","","24243.343458449","","","","","","","","","","","","","","","","","","","",""
"523","10/15/2016","0","0","0","0","1","52","0","1","4","0","0","4","1","1","4","0","2","0","0","0","0","0","0","0","0","0","","","","","","85020","","","","","","","","","","","","","","","","","","","","","","","","","","807","","","","","","","","","","","","","","","","","","","","","","","","","","28999.326923077","","","","","","","","","","","","","","","","","","","","","","","","","","27306.181189715","","","","","","","","","","","","","","","","","","","",""
"524","10/16/2016","0","0","0","0","0","24","0","8","2","0","0","3","22","8","2","0","1","0","0","0","0","0","0","0","0","0","","","","","","80153","","55214","","","","","45937","55214","","","","","","","","","","","","","","","","","","88","","14928","","","","","17902","14928","","","","","","","","","","","","","","","","","","45993.416666667","","46385.75","","","","","32724.090909091","46385.75","","","","","","","","","","","","","","","","","","25092.566103229","","12991.709298626","","","","","8241.8936907964","12991.709298626","","","","","","","","","","","",""
"525","10/17/2016","0","0","0","0","0","8","0","2","4","0","0","0","0","2","4","0","5","0","0","0","0","0","0","0","0","0","","","","","","75826","","","","","","","","","","","86050","","","","","","","","","","","","","","","2565","","","","","","","","","","","6982","","","","","","","","","","","","","","","38597.875","","","","","","","","","","","58699.2","","","","","","","","","","","","","","","20882.81277878","","","","","","","","","","","30579.731771224","","","","","","","","",""
"526","10/18/2016","0","0","0","0","0","27","0","2","0","0","0","0","6","2","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","82888","","","","","","","62857","","","","","","","","","","","","","","","","","","","120","","","","","","","2209","","","","","","","","","","","","","","","","","","","35871.925925926","","","","","","","50194","","","","","","","","","","","","","","","","","","","25173.019043483","","","","","","","23636.439562675","","","","","","","","","","","","",""
"527","10/19/2016","0","0","0","0","0","27","0","11","22","0","0","0","5","11","22","0","4","0","0","0","0","0","0","0","0","0","","","","","","84530","","80116","79880","","","","32335","80116","79880","","","","","","","","","","","","","","","","","3823","","8058","26438","","","","3120","8058","26438","","","","","","","","","","","","","","","","","60808.962962963","","65385.909090909","53425.363636364","","","","14180.2","65385.818181818","53425.318181818","","","","","","","","","","","","","","","","","21426.065758398","","23209.4357814","23513.69330846","","","","12451.474197861","23209.507981938","23513.735336296","","","","","","","","","","",""
"528","10/20/2016","0","0","0","0","0","43","0","6","7","0","0","0","0","6","7","0","7","0","0","0","0","0","0","0","0","0","","","","","","85605","","75520","14332","","","","","75520","14332","","72464","","","","","","","","","","","","","","","2380","","12513","11042","","","","","12513","11042","","13835","","","","","","","","","","","","","","","51973.372093023","","26467.333333333","13298.714285714","","","","","26467.333333333","13298.571428571","","59950.714285714","","","","","","","","","","","","","","","24329.355120359","","24735.520367817","1506.3704407488","","","","","24735.520367817","1506.2563811365","","20909.03046305","","","","","","","","",""
"529","10/21/2016","0","0","0","0","1","35","0","21","8","0","0","0","0","22","8","0","22","0","0","0","0","0","0","0","0","0","","","","","","82516","","82494","81813","","","","","82494","81813","","84772","","","","","","","","","","","","","","","5043","","10310","64331","","","","","10310","64331","","2608","","","","","","","","","","","","","","","60207.028571428","","72064.142857143","71527.375","","","","","72256.090909091","71527.375","","42218.681818182","","","","","","","","","","","","","","","23904.491216562","","17629.522654586","7919.3240861921","","","","","17228.193026076","7919.3240861921","","30364.986001873","","","","","","","","",""
"530","10/22/2016","0","0","0","0","0","16","0","2","3","0","0","0","0","2","3","0","16","0","0","0","0","0","0","0","0","0","","","","","","77370","","","","","","","","","","","86260","","","","","","","","","","","","","","","5824","","","","","","","","","","","1861","","","","","","","","","","","","","","","51077.5","","","","","","","","","","","39834.3125","","","","","","","","","","","","","","","26410.997257456","","","","","","","","","","","28718.382825219","","","","","","","","",""
"531","10/23/2016","0","0","0","0","0","34","0","3","0","0","0","0","2","3","0","0","4","0","0","0","0","0","0","0","0","0","","","","","","83438","","","","","","","","","","","","","","","","","","","","","","","","","","4096","","","","","","","","","","","","","","","","","","","","","","","","","","53705.117647059","","","","","","","","","","","","","","","","","","","","","","","","","","20140.467474886","","","","","","","","","","","","","","","","","","","",""
"532","10/24/2016","0","0","0","0","0","36","0","1","1","0","0","0","0","1","1","0","1","0","0","1","0","0","0","0","0","0","","","","","","86360","","","","","","","","","","","","","","","","","","","","","","","","","","3901","","","","","","","","","","","","","","","","","","","","","","","","","","39186.444444444","","","","","","","","","","","","","","","","","","","","","","","","","","26869.682501654","","","","","","","","","","","","","","","","","","","",""
"533","10/25/2016","0","0","0","0","0","71","0","2","2","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","","","","","","84892","","","","","","","","","","","","","","","","","","","","","","","","","","903","","","","","","","","","","","","","","","","","","","","","","","","","","41271.690140845","","","","","","","","","","","","","","","","","","","","","","","","","","25350.83352171","","","","","","","","","","","","","","","","","","","",""
"534","10/26/2016","0","0","0","0","0","14","0","4","5","0","0","0","0","4","5","0","6","0","0","0","0","0","0","0","0","0","","","","","","70187","","","29613","","","","","","29613","","78998","","","","","","","","","","","","","","","986","","","29302","","","","","","29302","","13167","","","","","","","","","","","","","","","36703.928571428","","","29433.6","","","","","","29433.6","","56719.666666667","","","","","","","","","","","","","","","25222.001328096","","","112.33343224526","","","","","","112.33343224526","","24727.432124397","","","","","","","","",""
"535","10/27/2016","1","0","0","0","1","10","0","2","3","0","0","0","0","2","3","0","12","0","0","0","0","0","0","0","0","0","","","","","","61071","","","","","","","","","","","83375","","","","","","","","","","","","","","","2545","","","","","","","","","","","18030","","","","","","","","","","","","","","","34326.9","","","","","","","","","","","66132.166666667","","","","","","","","","","","","","","","26825.963250594","","","","","","","","","","","19865.839981021","","","","","","","","",""
"536","10/28/2016","0","0","0","0","0","10","0","4","0","0","0","0","0","4","0","0","8","0","0","0","0","0","0","0","0","0","","","","","","83525","","","","","","","","","","","23805","","","","","","","","","","","","","","","19459","","","","","","","","","","","115","","","","","","","","","","","","","","","46147.1","","","","","","","","","","","13012.375","","","","","","","","","","","","","","","21749.252587158","","","","","","","","","","","8545.5657162481","","","","","","","","",""
"537","10/29/2016","4","1","0","0","0","17","0","1","1","0","0","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","","","","","","83338","","","","","","","","","","","","","","","","","","","","","","","","","","1172","","","","","","","","","","","","","","","","","","","","","","","","","","52899.705882353","","","","","","","","","","","","","","","","","","","","","","","","","","23204.398073869","","","","","","","","","","","","","","","","","","","",""
"538","10/30/2016","0","0","0","0","0","34","0","5","15","0","0","0","0","5","22","0","23","0","0","0","0","0","0","0","0","0","","","","","","82990","","77389","75475","","","","","77389","75475","","83777","","","","","","","","","","","","","","","290","","2207","12922","","","","","2207","12902","","22593","","","","","","","","","","","","","","","19567.176470588","","31863.6","66289.4","","","","","31863.6","54959.318181818","","49023.695652174","","","","","","","","","","","","","","","19917.901461614","","29319.365150016","21670.641693314","","","","","29319.365150016","29397.191531532","","17634.688347982","","","","","","","","",""
